target,K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,model_pkl_path,edges_csv_path,error
throughput_1,8,mrmr,dbscan,bic,0.41574157415741575,0.3466748921011643,6.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'throughput_3', 'buffer_size_2', 'throughput_1']",127.31777362499997,,,
throughput_1,8,mrmr,dbscan,aic,0.41784178417841783,0.34899722471191186,6.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'throughput_3', 'buffer_size_2', 'throughput_1']",128.0481760839998,,,
throughput_1,8,pca,classic_uniform,bic,0.5565556555655565,0.4539826895465422,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",6.867083290999972,,,
throughput_1,8,pca,classic_uniform,aic,0.5485548554855486,0.47018373509887035,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",8.183794833000093,,,
throughput_1,8,pca,classic_quantile,bic,0.20612061206120613,0.22812021098977478,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",9.003539125000088,,,
throughput_1,8,pca,classic_quantile,aic,0.2081208120812081,0.2150043037591333,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",11.024631500000169,,,
throughput_1,8,pca,kmeans,bic,0.49144914491449143,0.4769829915313978,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",8.534915332999844,,,
throughput_1,8,pca,kmeans,aic,0.5124512451245125,0.4935419979371503,9.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'throughput_1']",9.0190896659999,,,
throughput_1,8,pca,dbscan,bic,0.14441444144414442,0.05858464304042308,8.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_8', 'throughput_1']",18.072836041999835,,,
throughput_1,8,pca,dbscan,aic,0.14441444144414442,0.05858464304042308,8.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_8', 'throughput_1']",15.485316249999869,,,
throughput_1,12,markov,classic_uniform,bic,0.9606960696069607,0.6528517915978731,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",27.84486562500001,,,
throughput_1,12,markov,classic_uniform,aic,0.9445944594459446,0.6480016298806933,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",28.548737083000105,,,
throughput_1,12,markov,classic_quantile,bic,0.7453745374537454,0.7070540720266861,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",27.563741832999995,,,
throughput_1,12,markov,classic_quantile,aic,0.7495749574957495,0.6655455060869326,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",27.42607491600006,,,
throughput_1,12,markov,kmeans,bic,0.8778877887788779,0.8614132356722719,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",25.888394040999856,,,
throughput_1,12,markov,kmeans,aic,0.7821782178217822,0.7144166148502434,13.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",26.739168374999963,,,
throughput_1,12,markov,dbscan,bic,0.41574157415741575,0.3466748921011643,10.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",30.307702542000015,,,
throughput_1,12,markov,dbscan,aic,0.41784178417841783,0.34899722471191186,10.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'throughput_1']",30.58037037500003,,,
throughput_1,12,mrmr,classic_uniform,bic,0.94999499949995,0.9359480011379473,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",282.06236491699997,,,
throughput_1,12,mrmr,classic_uniform,aic,0.934993499349935,0.7922765920498152,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",283.2520664580002,,,
throughput_1,12,mrmr,classic_quantile,bic,0.8675867586758675,0.7502732325267414,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",282.6632800829998,,,
throughput_1,12,mrmr,classic_quantile,aic,0.8628862886288629,0.7172243729400232,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",284.9747364580003,,,
throughput_1,12,mrmr,kmeans,bic,0.890989098909891,0.8406244843379926,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",284.4653141670001,,,
throughput_1,12,mrmr,kmeans,aic,0.9028902890289029,0.8123817032349762,9.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",284.6963009169999,,,
throughput_1,12,mrmr,dbscan,bic,0.41574157415741575,0.3466748921011643,8.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",281.8493907500001,,,
throughput_1,12,mrmr,dbscan,aic,0.41784178417841783,0.34899722471191186,8.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'throughput_1']",282.34987649999994,,,
throughput_1,12,pca,classic_uniform,bic,0.4385438543854385,0.4346209476372108,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",13.40408487500008,,,
throughput_1,12,pca,classic_uniform,aic,0.5925592559255926,0.5461487206403289,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",15.663105833000373,,,
