variable,variable_state,prob,container_cpu_system_seconds_total,container_cpu_cfs_throttled_periods_total,container_fs_inodes_free,container_last_seen,container_spec_cpu_quota,data_quality,container_cpu_usage_seconds_total,container_memory_rss,container_fs_reads_bytes_total,container_memory_mapped_file,container_memory_usage_bytes,cores,python_gc_collections_total
throughput,4,0.001886792452830188,,,,,,3.0,,,,,,3.0,
throughput,0,0.0019138755980861238,,,,,,4.0,,,,,,3.0,
throughput,1,0.0019138755980861238,,,,,,4.0,,,,,,3.0,
throughput,2,0.9923444976076553,,,,,,4.0,,,,,,3.0,
throughput,3,0.0019138755980861238,,,,,,4.0,,,,,,3.0,
throughput,4,0.0019138755980861238,,,,,,4.0,,,,,,3.0,
data_quality,0,0.3283108643933386,,,,,,,,,,,,,
data_quality,1,0.1681205392545599,,,,,,,,,,,,,
data_quality,2,0.1681205392545599,,,,,,,,,,,,,
data_quality,3,0.1681205392545599,,,,,,,,,,,,,
data_quality,4,0.16732751784298175,,,,,,,,,,,,,
avg_p_latency,0,0.9937198067632852,,,,,,0.0,,,,,,,
avg_p_latency,1,0.0033816425120772953,,,,,,0.0,,,,,,,
avg_p_latency,2,0.0009661835748792274,,,,,,0.0,,,,,,,
avg_p_latency,3,0.0009661835748792274,,,,,,0.0,,,,,,,
avg_p_latency,4,0.0009661835748792274,,,,,,0.0,,,,,,,
avg_p_latency,0,0.006603773584905659,,,,,,1.0,,,,,,,
avg_p_latency,1,0.9877358490566037,,,,,,1.0,,,,,,,
avg_p_latency,2,0.0018867924528301885,,,,,,1.0,,,,,,,
avg_p_latency,3,0.0018867924528301885,,,,,,1.0,,,,,,,
avg_p_latency,4,0.0018867924528301885,,,,,,1.0,,,,,,,
avg_p_latency,0,0.0018867924528301885,,,,,,2.0,,,,,,,
avg_p_latency,1,0.9641509433962263,,,,,,2.0,,,,,,,
avg_p_latency,2,0.030188679245283016,,,,,,2.0,,,,,,,
avg_p_latency,3,0.0018867924528301885,,,,,,2.0,,,,,,,
avg_p_latency,4,0.0018867924528301885,,,,,,2.0,,,,,,,
avg_p_latency,0,0.0018867924528301885,,,,,,3.0,,,,,,,
avg_p_latency,1,0.0018867924528301885,,,,,,3.0,,,,,,,
avg_p_latency,2,0.921698113207547,,,,,,3.0,,,,,,,
avg_p_latency,3,0.07264150943396226,,,,,,3.0,,,,,,,
avg_p_latency,4,0.0018867924528301885,,,,,,3.0,,,,,,,
avg_p_latency,0,0.0018957345971563982,,,,,,4.0,,,,,,,
avg_p_latency,1,0.0018957345971563982,,,,,,4.0,,,,,,,
avg_p_latency,2,0.0018957345971563982,,,,,,4.0,,,,,,,
avg_p_latency,3,0.9781990521327014,,,,,,4.0,,,,,,,
avg_p_latency,4,0.016113744075829384,,,,,,4.0,,,,,,,
container_memory_cache,0,0.5,,,,,,,,,,,,,0.0
container_memory_cache,4,0.5,,,,,,,,,,,,,0.0
container_memory_cache,0,0.006009615384615384,,,,,,,,,,,,,2.0
container_memory_cache,4,0.9939903846153846,,,,,,,,,,,,,2.0
container_memory_cache,0,0.001707067258449983,,,,,,,,,,,,,4.0
container_memory_cache,4,0.9982929327415501,,,,,,,,,,,,,4.0
