timestamp,avg_p_latency,buffer_size,cadvisor_version_info,container_blkio_device_usage_total,container_cpu_cfs_periods_total,container_cpu_cfs_throttled_periods_total,container_cpu_cfs_throttled_seconds_total,container_cpu_load_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_bytes_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_bytes_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_kernel_usage,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_scrape_error,container_spec_cpu_period,container_spec_cpu_quota,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state,cores,data_quality,machine_cpu_cores,machine_cpu_physical_cores,machine_cpu_sockets,machine_memory_bytes,machine_nvm_avg_power_budget_watts,machine_nvm_capacity,machine_scrape_error,machine_swap_bytes,python_gc_collections_total,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_info,throughput,up
2025-11-11T15:17:02Z,3,250,1,0,10.007209310309314,8.723151040772654,0.25680007895911294,0,0.010860295740454646,0.03138021832504287,0.02051992258458822,60509725,0,0,0,0,977896124416,0,325994.3975688844,0,0,0,0,31980285952,0,0,0,0,1762874222,135745536,0,2.291903638184812,0,43634688,229457920,86511616,0,226504704,173518848,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016836160126704018,0,0,1,250,0
2025-11-11T15:17:03Z,3,250,1,0,10.00322684737012,8.678521084900053,0.2529188702637523,0,0.010877362148311726,0.03130687277692553,0.020429510628613808,60509725,0,0,0,0,977896124416,0,323697.30786736566,0,0,0,0,31980285952,0,0,0,0,1762874223,135745536,0,2.275753948854537,0,43634688,229457920,86519808,0,226521088,173535232,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016890465332319908,0,0,1,250,0
2025-11-11T15:17:04Z,3,250,1,0,10.007805047263897,8.654930188188363,0.2520779637498916,0,0.01066988004264564,0.03041773705543933,0.019747839899420663,60509724,0,0,0,0,977896124416,0,328611.81033794663,0,0,0,0,31980441600,0,0,0,0,1762874224,135745536,0,2.3103053588670748,0,43634688,229457920,86519808,0,226521088,173535232,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016891035927233417,0,0,1,250,0
2025-11-11T15:17:05Z,3,250,1,0,10.011585081182023,8.628291805716458,0.24930667611917068,0,0.01102660143708913,0.03165543834615842,0.020628836909069283,60509724,0,0,0,0,977896124416,0,326182.67679084063,0,0,0,0,31980470272,0,0,0,0,1762874225,135745536,0,2.2932273352698362,0,43634688,232759296,91070464,0,230612992,177627136,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016891321239147328,0,0,1,250,0
2025-11-11T15:17:06Z,3,250,1,0,9.849819061968269,8.488876877240354,0.24527840804451637,0,0.010961617099692577,0.03149885725880883,0.02053724015911624,60509724,0,0,0,0,977896124416,0,331406.4215495422,0,0,0,0,31980470272,0,0,0,0,1762874226,135745536,0,2.3299528732137427,0,43634688,232759296,91070464,0,230612992,177627136,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016891035927233417,0,0,1,250,0
2025-11-11T15:17:07Z,3,250,1,0,9.984798231066888,8.533720287451631,0.24465885848535102,0,0.010994736484650908,0.031667787286063565,0.020673050801412657,60509724,0,0,0,0,977896124416,0,326033.14316761744,0,0,0,0,31980490752,0,0,0,0,1762874227,135745536,0,2.292176039119804,0,43634688,232759296,91078656,0,230576128,177590272,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016778241975805776,0,0,1,250,0
2025-11-11T15:17:08Z,4,250,1,0,9.994111213931186,8.530327248254396,0.2444196517203668,0,0.01108907393819429,0.031781000972646446,0.020691927034452155,60509724,0,0,0,0,977896124416,0,327663.22543214506,0,0,0,0,31980511232,0,0,0,0,1762874228,135745536,0,2.303636332610958,0,43634688,232759296,91078656,0,230760448,177774592,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.016891321239147328,0,0,1,250,0
2025-11-11T15:17:09Z,3,250,1,0,10.005549004647293,8.496913366164945,0.24321200665880557,0,0.011089073938194291,0.03178100097264645,0.02069192703445216,60509724,0,0,0,0,977896124416,0,327663.2254321451,0,0,0,0,31980511232,0,0,0,0,1762874229,135745536,0,2.3036363326109583,0,43634688,232759296,91078656,0,230760448,177774592,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.03378435446544705,0,0,1,250,0
2025-11-11T15:17:10Z,3,250,1,0,10.00707571009805,8.474005188854074,0.2419899423835035,0,0.011133747369849994,0.031567942713636055,0.020434212312495755,60509724,0,0,0,0,977896124416,0,325833.97814430186,0,0,0,0,31980548096,0,0,0,0,1762874230,135745536,0,2.2907758094074526,0,43634688,232759296,91078656,0,231333888,178348032,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.033781501249915545,0,0,1,250,0
2025-11-11T15:17:11Z,3,250,1,0,10.004001600640255,8.453381352541015,0.23913342003468055,0,0.011227610699977256,0.03200496859637153,0.020777375391451913,60509724,0,0,0,0,977896124416,0,335940.93668538635,0,0,0,0,31980568576,0,0,0,0,1762874231,135745536,0,2.3618327822390173,0,43634688,232759296,91078656,0,231333888,178348032,0,0,0,0,0,0,0,0,0,0,100000,100000,2597,0,0,0,1762874150,0,1,250,12,12,1,8217751552,0,0,0,1073737728,0.033782642478294655,0,0,1,250,0
